Folder,Latitude,Longitude
71b300,28.94271843,79.70605027
71b300,28.94274924,79.70774375
71b300,28.94362533,79.70775884
71b300,28.94959201,79.69572175
71b300,28.94963279,79.69671249
71b300,28.95025359,79.69425593
71b300,28.95107387,79.69699614
71b300,28.95963868,79.69712622
71b300,28.96014354,79.69809283
71b300,28.96241465,79.69828594
71b300,28.96351821,79.69628636
71b300,28.96423309,79.69839156
71b300,28.96638149,79.69688449
71b300,28.96779125,79.69803382
71b300,28.97401905,79.69557256
71b300,28.99351723,79.69704442
71b300,28.9932445,79.69722077
71b300,28.99540022,79.69596013
71b300,28.99600901,79.6959132
71b300,28.99757378,79.69670646
71b300,28.99742687,79.69584379
71b300,28.99781043,79.6958971
71b300,28.99927518,79.69563156
71b300,29.00014376,79.69556786
71b300,29.00131583,79.69686002
71b300,29.00132932,79.69557457
71b300,29.00505598,79.69679229
71b300,29.00360069,79.69682481
71b300,29.00701206,79.69666958
71b300,29.01168616,79.69605669
71b300,29.01366323,79.69503276
71b300,29.10143909,79.69221208
71b300,28.95970322,79.52035524
71b300,28.88261445,79.52521071
71b300,28.88827523,79.52981137
71b300,28.89384589,79.53831933
71b300,28.89028959,79.55741968
71b300,28.86931305,79.63171788
71b300,28.87111051,79.63199884
71b300,28.87170035,79.63208735
71b300,28.87166072,79.63143054
71b300,28.86782943,79.63866044
71b300,28.86897011,79.64714326
71b300,28.8688879,79.64771792
71b300,28.87503357,79.66132477
71b300,28.87829622,79.66616549
71b300,28.87879178,79.6651382
71b300,28.8759989,79.67409007
71b300,28.88095605,79.66801185
71b300,28.88262355,79.67120536
71b300,28.8812919,79.67407163
71b300,28.87896617,79.67094988
71b300,28.88080104,79.67132036
71b300,28.90204002,79.68925897
71b300,28.90219059,79.68757823
71b300,28.90117796,79.68714774
71b300,28.90226045,79.69279278
71b300,28.90370542,79.69326217
71b300,28.90566107,79.69521314
71b300,28.90657064,79.69580691
71b300,28.90552987,79.69733208
71b300,28.90522668,79.6987379
71b300,28.90496076,79.69813406
71b300,28.90346474,79.70298082
71b300,28.90972429,79.70262844
71b300,28.90950857,79.7032306
71b300,28.91037262,79.70068619
71b300,28.91150432,79.70010784
71b300,28.91137049,79.69859172
71b300,28.9123619,79.6979738
71b300,28.91059744,79.6980945
71b300,28.92534996,79.71436881
71b300,28.92663027,79.71560664
71b300,28.92543711,79.71599557
71b300,28.92801181,79.71688371
71b300,28.92867118,79.71816245
71b300,28.9276453,79.71941169
71b300,28.92975984,79.72225282
71b300,28.93060992,79.72369518
71b300,28.93381185,79.72440161
71b300,28.93528513,79.72390138
71b300,28.93578219,79.72596232
71b300,28.93415868,79.72981062
71b300,28.93354043,79.73097
71b300,28.93415339,79.73088551
71b300,28.93491454,79.72953334
71b300,28.93472499,79.75404136
71b300,28.93552691,79.75486547
71b300,28.93733907,79.75548707
71b300,28.93771347,79.75668032
71b300,28.93774193,79.75438904
71b300,28.93636375,79.76003475
71b300,28.93641275,79.76532843
71b300,28.93717329,79.76956129
71b300,28.9359377,79.76954687
71b300,28.93974623,79.78885978
71b300,28.94040376,79.79234934
71b300,28.93845375,79.80048247
71b300,28.93690276,79.80267383
71b300,28.9369233,79.80406623
71b300,28.93558882,79.80517801
71b300,28.93583852,79.80613321
71b300,28.93618887,79.80603028
71b300,28.93594797,79.80653822
71b300,28.93474699,79.80780188
71b300,28.93421853,79.80738748
71b300,28.93452751,79.80681919
71b300,28.93513226,79.80733115
71b300,28.93266425,79.81002107
71b300,28.93285116,79.811447
71b300,28.93276577,79.81105171
71b300,28.93195415,79.81108759
71b300,28.93114046,79.81224362
71b300,28.93103306,79.81271837
71b300,28.93037488,79.81374633
71b300,28.93032441,79.81530201
71b300,28.93001219,79.81605973
71b300,28.93060992,79.815933
71b300,28.92950161,79.81580727
71b300,28.92893733,79.81895149
71b300,28.92880704,79.81937427
71b300,28.9287909,79.82038815
71b300,28.92931058,79.82148081
71b300,28.92751442,79.82738435
71b300,28.92703259,79.82767906
71b300,28.92734217,79.83100366
71b300,28.9276855,79.83150825
71b300,28.92691492,79.83201552
71b300,28.92680282,79.83277224
71b300,28.92752616,79.83312462
71b300,28.92812039,79.83390313
71b300,28.9310448,79.83945932
71b300,28.93074813,79.84013993
71b300,28.93182181,79.84064888
71b300,28.93163606,79.8411746
71b300,28.93357887,79.84405562
71b300,28.93560056,79.84860465
71b300,28.93633352,79.8605673
71b300,28.93730386,79.8624482
71b300,28.93710081,79.86216053
71b300,28.93744617,79.86302219
71b300,28.94035183,79.87273179
71b300,28.93983015,79.87552799
71b300,28.94172614,79.87595581
71b300,28.94238718,79.87495869
71b300,28.94366171,79.87584986
71b300,28.94088319,79.8817715
71b300,28.93937067,79.88153011
71b300,28.93927619,79.88277297
71b300,28.94123234,79.88475312
71b300,28.94113053,79.8855732
71b300,28.93960598,79.8905611
71b300,28.94058127,79.89286412
71b300,28.93509675,79.915452
71b300,28.93457651,79.91512377
71b300,28.93480538,79.91431374
71b300,28.93343802,79.91289653
71b300,28.9340727,79.91495311
71b300,28.93488725,79.9180628
71b300,28.93440427,79.91826866
71b300,28.93524816,79.9197831
71b300,28.93308385,79.92529202
71b300,28.93134058,79.93912518
71b300,28.9327916,79.93935417
71b300,28.93170796,79.94039454
71b300,28.93270856,79.94275622
71b300,28.934296,79.94229589
71b300,28.93646938,79.94347271
71b300,28.93752539,79.94371511
71b300,28.93801745,79.94519167
71b300,28.93906229,79.94392298
71b300,28.94022273,79.94426563
71b300,28.93879587,79.94554706
71b300,28.93993167,79.94608317
71b300,28.94053579,79.94550414
71b300,28.94389878,79.94503208
71b300,28.9442045,79.94623639
71b300,28.94403902,79.9468828
71b300,28.94467804,79.94669806
71b300,28.9457815,79.94578879
71b300,28.94489369,79.9456406
71b300,28.94710792,79.94902488
71b300,28.94653727,79.94985603
71b300,28.94665052,79.95065566
71b300,28.94699056,79.95134667
71b300,28.94771054,79.95039616
71b300,28.94771054,79.94972862
71b300,28.94794055,79.95163199
71b300,28.94738341,79.9526244
71b300,28.94776276,79.95395377
71b300,28.94847481,79.95269213
71b300,28.94850649,79.9535729
71b300,28.94857074,79.95442551
71b300,28.94829496,79.95624773
71b300,28.94807287,79.95558355
71b300,28.94850767,79.95696388
71b300,28.94893689,79.95579243
71b300,28.94909942,79.95649081
71b300,28.94922558,79.9570886
71b300,28.94952395,79.95806493
71b300,28.94898148,79.95878711
71b300,28.9495395,79.96042561
71b300,28.94868076,79.95974634
71b300,28.95027647,79.96026132
71b300,28.950346,79.96249191
71b300,28.95124403,79.96290129
71b300,28.9519141,79.96393528
71b300,28.95212856,79.9632882
71b300,28.95059831,79.96376965
71b300,28.95110996,79.96441305
71b300,28.95248677,79.96473659
71b300,28.95309376,79.96546514
71b300,28.95279921,79.96771015
71b300,28.95389261,79.96747345
71b300,28.95362858,79.96629395
71b300,28.9530609,79.96826805
71b300,28.9541587,79.96859528
71b300,28.95371189,79.96964905
71b300,28.95521042,79.97063678
71b300,28.95491676,79.96971209
71b300,28.955512,79.96977713
71b300,28.95557302,79.97199632
71b300,28.95567775,79.9727755
71b300,28.95581798,79.97358151
71b300,28.95600808,79.97459102
71b300,28.95481056,79.97260384
71b300,28.95495548,79.97372635
71b300,28.95504203,79.97460142
71b300,28.95614302,79.97662179
71b300,28.95507488,79.97627009
71b300,28.95498658,79.9778033
71b300,28.95629997,79.97835182
71b300,28.95488185,79.97905422
71b300,28.95352912,79.97682329
71b300,28.9555296,79.98159327
71b300,28.9568116,79.98197783
71b300,28.9574168,79.98205528
71b300,28.9586269,79.98226482
71b300,28.95775299,79.9832844
71b300,28.95658747,79.98297628
71b300,28.95665758,79.98449273
71b300,28.95609579,79.98605847
71b300,28.95607643,79.98672768
71b300,28.95687995,79.98644035
71b300,28.95666492,79.98861697
71b300,28.95666492,79.98861697
71b300,28.95728684,79.98758331
71b300,28.95546389,79.99064606
71b300,28.95583177,79.99238916
71b300,28.95564313,79.99325283
71b300,28.95547503,79.99410544
71b300,28.95505083,79.99213301
71b300,28.95453567,79.99272544
71b300,28.95463894,79.99376278
71b300,28.95451661,79.99448463
71b300,28.95535446,79.99467742
71b300,28.95619612,79.99447625
71b300,28.95591948,79.99548979
71b300,28.95399148,79.99348015
71b300,28.95514705,79.9954851
71b300,28.95489916,79.996618
71b300,28.95554045,79.99639973
71b300,28.95635483,79.99356028
71b300,28.95473458,79.99735627
71b300,28.95521277,79.99738008
71b300,28.95465918,79.99863166
71b300,28.95528024,79.99858238
71b300,28.95582443,79.99729156
71b300,28.95494932,79.99930557
71b300,28.95311312,79.99955166
71b300,28.9536406,79.99692544
71b300,28.95490913,79.98416048
71b300,28.95189973,79.96580478
71b300,28.95147961,79.96605992
71b300,28.95152479,79.9671717
71b300,28.94795229,79.95745271
71b300,28.94173172,79.94461164
71b300,28.938425,79.94362593
71b300,28.93504805,79.91666771
71b300,28.93412435,79.91624393
71b300,28.93875157,79.86573659
71b300,28.93715744,79.86576844
71b300,28.87135155,79.64960486
71b300,28.86975757,79.64815848
71b300,28.86675656,79.64050915
71b300,28.88331726,79.52598486
71b300,29.02007239,79.45505451
71b300,29.02923246,79.45468437
71b300,29.02181886,79.45703164
71b300,29.01921454,79.45670776
71b300,29.01766563,79.45633762
71b300,29.01735866,79.45750371
71b300,29.01881493,79.45780378
71b300,29.02060217,79.45638992
71b300,29.0205966,79.45769615
71b300,29.02255679,79.45764385
71b300,29.02149578,79.45862051
71b300,29.01677316,79.45915394
71b300,29.03985501,79.43898272
